L,N,k,instance_idx,baseline,n_colors,n_quartets,n_ancillas,total_qubits,cnot_depth,fp_cnot_depth,interaction_cnot_depth,total_2q_gates,total_cnots,total_idle_slots,spacetime_volume,p_2q,p_idle,mult_fidelity
8,64,1.0,8,ancilla,14,119,8,72,4332,4220,112,28048,35298,212752,311904,1e-05,1.0000000000000002e-06,0.610648660586357
8,64,1.0,8,primitive,14,119,0,64,7020,6908,112,42272,49522,326464,449280,0.001,0.0001,2.8409131686120236e-33
8,64,1.0,8,primitive,14,119,0,64,7020,6908,112,42272,49522,326464,449280,0.0001,1e-05,0.0005574890492715152
8,64,1.0,8,primitive,14,119,0,64,7020,6908,112,42272,49522,326464,449280,1e-05,1.0000000000000002e-06,0.472751084768623
8,64,1.0,8,pipelined,14,119,0,64,5396,5284,112,37568,44818,231936,345344,0.001,0.0001,4.007795026803672e-27
8,64,1.0,8,pipelined,14,119,0,64,5396,5284,112,37568,44818,231936,345344,0.0001,1e-05,0.002296522057548596
8,64,1.0,8,pipelined,14,119,0,64,5396,5284,112,37568,44818,231936,345344,1e-05,1.0000000000000002e-06,0.5446466765929426
8,64,1.0,9,naive_pauli,19,145,0,64,7888,0,7888,7888,7888,489056,504832,0.001,0.0001,2.1482106730078552e-25
8,64,1.0,9,naive_pauli,19,145,0,64,7888,0,7888,7888,7888,489056,504832,0.0001,1e-05,0.0034155255761185604
8,64,1.0,9,naive_pauli,19,145,0,64,7888,0,7888,7888,7888,489056,504832,1e-05,1.0000000000000002e-06,0.566693526544707
8,64,1.0,9,1d,19,145,0,64,4124,3988,136,28774,56690,78772,263936,0.001,0.0001,1.1916882546615537e-16
8,64,1.0,9,1d,19,145,0,64,4124,3988,136,28774,56690,78772,263936,0.0001,1e-05,0.0255973149384461
8,64,1.0,9,1d,19,145,0,64,4124,3988,136,28774,56690,78772,263936,1e-05,1.0000000000000002e-06,0.6931467941201657
8,64,1.0,9,ancilla,19,145,8,72,5798,5662,136,37402,46662,286564,417456,0.001,0.0001,2.006558979698666e-29
8,64,1.0,9,ancilla,19,145,8,72,5798,5662,136,37402,46662,286564,417456,0.0001,1e-05,0.0013521743524672965
8,64,1.0,9,ancilla,19,145,8,72,5798,5662,136,37402,46662,286564,417456,1e-05,1.0000000000000002e-06,0.5165485414123765
8,64,1.0,9,primitive,19,145,0,64,9446,9310,136,56706,65966,441276,604544,0.001,0.0001,1.56763113458302e-44
8,64,1.0,9,primitive,19,145,0,64,9446,9310,136,56706,65966,441276,604544,0.0001,1e-05,4.175607480963303e-05
8,64,1.0,9,primitive,19,145,0,64,9446,9310,136,56706,65966,441276,604544,1e-05,1.0000000000000002e-06,0.36482442958239225
8,64,1.0,9,pipelined,19,145,0,64,7242,7106,136,50322,59582,312988,463488,0.001,0.0001,3.474742991014434e-36
8,64,1.0,9,pipelined,19,145,0,64,7242,7106,136,50322,59582,312988,463488,0.0001,1e-05,0.00028519218367615564
8,64,1.0,9,pipelined,19,145,0,64,7242,7106,136,50322,59582,312988,463488,1e-05,1.0000000000000002e-06,0.4421037603118442
10,100,1.0,0,naive_pauli,15,175,0,100,13592,0,13592,13592,13592,1332016,1359200,0.001,0.0001,1.7478472599558823e-64
10,100,1.0,0,naive_pauli,15,175,0,100,13592,0,13592,13592,13592,1332016,1359200,0.0001,1e-05,4.2147955512844875e-07
10,100,1.0,0,naive_pauli,15,175,0,100,13592,0,13592,13592,13592,1332016,1359200,1e-05,1.0000000000000002e-06,0.23040023143916072
10,100,1.0,0,1d,15,175,0,100,5574,5454,120,56832,112624,171036,557400,0.001,0.0001,7.54147565866793e-33
10,100,1.0,0,1d,15,175,0,100,5574,5454,120,56832,112624,171036,557400,0.0001,1e-05,0.0006150218693975243
10,100,1.0,0,1d,15,175,0,100,5574,5454,120,56832,112624,171036,557400,1e-05,1.0000000000000002e-06,0.4774198783654809
10,100,1.0,0,ancilla,15,175,10,110,5814,5694,120,50216,65252,450338,639540,0.001,0.0001,4.184542229807967e-42
10,100,1.0,0,ancilla,15,175,10,110,5814,5694,120,50216,65252,450338,639540,0.0001,1e-05,7.298521921900544e-05
10,100,1.0,0,ancilla,15,175,10,110,5814,5694,120,50216,65252,450338,639540,1e-05,1.0000000000000002e-06,0.38577509452580994
10,100,1.0,0,primitive,15,175,0,100,9294,9174,120,76376,91412,695948,929400,0.001,0.0001,3.868831416378135e-64
10,100,1.0,0,primitive,15,175,0,100,9294,9174,120,76376,91412,695948,929400,0.0001,1e-05,4.574964540093781e-07
10,100,1.0,0,primitive,15,175,0,100,9294,9174,120,76376,91412,695948,929400,1e-05,1.0000000000000002e-06,0.23230312965717353
10,100,1.0,0,pipelined,15,175,0,100,7074,6954,120,67736,82772,491228,707400,0.001,0.0001,1.710341132540878e-51
10,100,1.0,0,pipelined,15,175,0,100,7074,6954,120,67736,82772,491228,707400,0.0001,1e-05,8.408703444963363e-06
10,100,1.0,0,pipelined,15,175,0,100,7074,6954,120,67736,82772,491228,707400,1e-05,1.0000000000000002e-06,0.3108043599456797
10,100,1.0,1,naive_pauli,16,196,0,100,15842,0,15842,15842,15842,1552516,1584200,0.001,0.0001,4.877303922982855e-75
10,100,1.0,1,naive_pauli,16,196,0,100,15842,0,15842,15842,15842,1552516,1584200,0.0001,1e-05,3.710489848073172e-08
10,100,1.0,1,naive_pauli,16,196,0,100,15842,0,15842,15842,15842,1552516,1584200,1e-05,1.0000000000000002e-06,0.18069629803272663
10,100,1.0,1,1d,16,196,0,100,5672,5546,126,62006,122840,165888,567200,0.001,0.0001,7.126534527973982e-35
10,100,1.0,1,1d,16,196,0,100,5672,5546,126,62006,122840,165888,567200,0.0001,1e-05,0.0003859516925685751
10,100,1.0,1,1d,16,196,0,100,5672,5546,126,62006,122840,165888,567200,1e-05,1.0000000000000002e-06,0.4556860546293556
10,100,1.0,1,ancilla,16,196,10,110,6202,6076,126,53988,70388,479424,682220,0.001,0.0001,5.241039703814781e-45
10,100,1.0,1,ancilla,16,196,10,110,6202,6076,126,53988,70388,479424,682220,0.0001,1e-05,3.741892635266449e-05
10,100,1.0,1,ancilla,16,196,10,110,6202,6076,126,53988,70388,479424,682220,1e-05,1.0000000000000002e-06,0.36084494103478976
10,100,1.0,1,primitive,16,196,0,100,9914,9788,126,81892,98292,741416,991400,0.001,0.0001,1.644613954603044e-68
10,100,1.0,1,primitive,16,196,0,100,9914,9788,126,81892,98292,741416,991400,0.0001,1e-05,1.6724491226986704e-07
10,100,1.0,1,primitive,16,196,0,100,9914,9788,126,81892,98292,741416,991400,1e-05,1.0000000000000002e-06,0.21006453932682975
10,100,1.0,1,pipelined,16,196,0,100,7546,7420,126,72676,89076,523048,754600,0.001,0.0001,5.065244742145556e-55
10,100,1.0,1,pipelined,16,196,0,100,7546,7420,126,72676,89076,523048,754600,0.0001,1e-05,3.7323609697868036e-06
10,100,1.0,1,pipelined,16,196,0,100,7546,7420,126,72676,89076,523048,754600,1e-05,1.0000000000000002e-06,0.2865586948108921
10,100,1.0,2,naive_pauli,20,203,0,100,16178,0,16178,16178,16178,1585444,1617800,0.001,0.0001,1.2943969646452057e-76
10,100,1.0,2,naive_pauli,20,203,0,100,16178,0,16178,16178,16178,1585444,1617800,0.0001,1e-05,2.5812675478512814e-08
10,100,1.0,2,naive_pauli,20,203,0,100,16178,0,16178,16178,16178,1585444,1617800,1e-05,1.0000000000000002e-06,0.1742567310012765
10,100,1.0,2,1d,20,203,0,100,6390,6238,152,62358,123508,202384,639000,0.001,0.0001,1.3027163164171564e-36
10,100,1.0,2,1d,20,203,0,100,6390,6238,152,62358,123508,202384,639000,0.0001,1e-05,0.00025866883854563005
10,100,1.0,2,1d,20,203,0,100,6390,6238,152,62358,123508,202384,639000,1e-05,1.0000000000000002e-06,0.43781132812416235
10,100,1.0,2,ancilla,20,203,10,110,7650,7498,152,65176,83624,597958,841500,0.001,0.0001,5.128331608154508e-55
10,100,1.0,2,ancilla,20,203,10,110,7650,7498,152,65176,83624,597958,841500,0.0001,1e-05,3.735847715522027e-06
10,100,1.0,2,ancilla,20,203,10,110,7650,7498,152,65176,83624,597958,841500,1e-05,1.0000000000000002e-06,0.2865845829891934
10,100,1.0,2,primitive,20,203,0,100,12290,12138,152,100056,118504,925988,1229000,0.001,0.0001,2.0292295434995977e-84
10,100,1.0,2,primitive,20,203,0,100,12290,12138,152,100056,118504,925988,1229000,0.0001,1e-05,4.2940881329781874e-09
10,100,1.0,2,primitive,20,203,0,100,12290,12138,152,100056,118504,925988,1229000,1e-05,1.0000000000000002e-06,0.14564931977631995
10,100,1.0,2,pipelined,20,203,0,100,9330,9178,152,88536,106984,653028,933000,0.001,0.0001,1.472318455211982e-67
10,100,1.0,2,pipelined,20,203,0,100,9330,9178,152,88536,106984,653028,933000,0.0001,1e-05,2.0828565436857236e-07
10,100,1.0,2,pipelined,20,203,0,100,9330,9178,152,88536,106984,653028,933000,1e-05,1.0000000000000002e-06,0.2147259417797677
10,100,1.0,3,naive_pauli,16,197,0,100,15882,0,15882,15882,15882,1556436,1588200,0.001,0.0001,3.1662660067393847e-75
10,100,1.0,3,naive_pauli,16,197,0,100,15882,0,15882,15882,15882,1556436,1588200,0.0001,1e-05,3.5536082879008555e-08
10,100,1.0,3,naive_pauli,16,197,0,100,15882,0,15882,15882,15882,1556436,1588200,1e-05,1.0000000000000002e-06,0.17991737300064292
10,100,1.0,3,1d,16,197,0,100,5304,5180,124,53252,105344,164896,530400,0.001,0.0001,5.008165016617145e-31
10,100,1.0,3,1d,16,197,0,100,5304,5180,124,53252,105344,164896,530400,0.0001,1e-05,0.0009354952192809665
10,100,1.0,3,1d,16,197,0,100,5304,5180,124,53252,105344,164896,530400,1e-05,1.0000000000000002e-06,0.49786877282367004
10,100,1.0,3,ancilla,16,197,10,110,6144,6020,124,53130,68684,477840,675840,0.001,0.0001,1.448852710579018e-44
10,100,1.0,3,ancilla,16,197,10,110,6144,6020,124,53130,68684,477840,675840,0.0001,1e-05,4.14223668954174e-05
10,100,1.0,3,ancilla,16,197,10,110,6144,6020,124,53130,68684,477840,675840,1e-05,1.0000000000000002e-06,0.36453128713740346
10,100,1.0,3,primitive,16,197,0,100,9856,9732,124,81034,96588,740132,985600,0.001,0.0001,4.412058608844477e-68
10,100,1.0,3,primitive,16,197,0,100,9856,9732,124,81034,96588,740132,985600,0.0001,1e-05,1.8458381332993587e-07
10,100,1.0,3,primitive,16,197,0,100,9856,9732,124,81034,96588,740132,985600,1e-05,1.0000000000000002e-06,0.2121468783466606
10,100,1.0,3,pipelined,16,197,0,100,7488,7364,124,71818,87372,521764,748800,0.001,0.0001,1.3588694543140756e-54
10,100,1.0,3,pipelined,16,197,0,100,7488,7364,124,71818,87372,521764,748800,0.0001,1e-05,4.119308690331937e-06
10,100,1.0,3,pipelined,16,197,0,100,7488,7364,124,71818,87372,521764,748800,1e-05,1.0000000000000002e-06,0.28939930919344675
10,100,1.0,4,naive_pauli,14,169,0,100,14054,0,14054,14054,14054,1377292,1405400,0.001,0.0001,1.189457749171009e-66
10,100,1.0,4,naive_pauli,14,169,0,100,14054,0,14054,14054,14054,1377292,1405400,0.0001,1e-05,2.5590510630497845e-07
10,100,1.0,4,naive_pauli,14,169,0,100,14054,0,14054,14054,14054,1377292,1405400,1e-05,1.0000000000000002e-06,0.2191862637183959
10,100,1.0,4,1d,14,169,0,100,5222,5110,112,51546,102092,163608,522200,0.001,0.0001,3.139754149088549e-30
10,100,1.0,4,1d,14,169,0,100,5222,5110,112,51546,102092,163608,522200,0.0001,1e-05,0.0011239051382692757
10,100,1.0,4,1d,14,169,0,100,5222,5110,112,51546,102092,163608,522200,1e-05,1.0000000000000002e-06,0.5070880310891442
10,100,1.0,4,ancilla,14,169,10,110,5426,5314,112,46944,61024,420142,596860,0.001,0.0001,2.2637667218253285e-39
10,100,1.0,4,ancilla,14,169,10,110,5426,5314,112,46944,61024,420142,596860,0.0001,1e-05,0.00013692520325503098
10,100,1.0,4,ancilla,14,169,10,110,5426,5314,112,46944,61024,420142,596860,1e-05,1.0000000000000002e-06,0.4108263921313692
10,100,1.0,4,primitive,14,169,0,100,8674,8562,112,71360,85440,649380,867400,0.001,0.0001,6.16047976630257e-60
10,100,1.0,4,primitive,14,169,0,100,8674,8562,112,71360,85440,649380,867400,0.0001,1e-05,1.2036050541869272e-06
10,100,1.0,4,primitive,14,169,0,100,8674,8562,112,71360,85440,649380,867400,1e-05,1.0000000000000002e-06,0.2558960701961292
10,100,1.0,4,pipelined,14,169,0,100,6602,6490,112,63296,77376,458308,660200,0.001,0.0001,3.909164453620375e-48
10,100,1.0,4,pipelined,14,169,0,100,6602,6490,112,63296,77376,458308,660200,0.0001,1e-05,1.8219476173438346e-05
10,100,1.0,4,pipelined,14,169,0,100,6602,6490,112,63296,77376,458308,660200,1e-05,1.0000000000000002e-06,0.33578930170100957
10,100,1.0,5,naive_pauli,16,214,0,100,18152,0,18152,18152,18152,1778896,1815200,0.001,0.0001,7.118812083430789e-86
10,100,1.0,5,naive_pauli,16,214,0,100,18152,0,18152,18152,18152,1778896,1815200,0.0001,1e-05,3.061564701345836e-09
10,100,1.0,5,naive_pauli,16,214,0,100,18152,0,18152,18152,18152,1778896,1815200,1e-05,1.0000000000000002e-06,0.1407995829725915
10,100,1.0,5,1d,16,214,0,100,5744,5618,126,61704,122140,170092,574400,0.001,0.0001,6.331613839778581e-35
10,100,1.0,5,1d,16,214,0,100,5744,5618,126,61704,122140,170092,574400,0.0001,1e-05,0.00038140946630533807
10,100,1.0,5,1d,16,214,0,100,5744,5618,126,61704,122140,170092,574400,1e-05,1.0000000000000002e-06,0.45514684753375145
10,100,1.0,5,ancilla,16,214,10,110,6182,6056,126,53708,69732,478884,680020,0.001,0.0001,7.320383292698712e-45
10,100,1.0,5,ancilla,16,214,10,110,6182,6056,126,53708,69732,478884,680020,0.0001,1e-05,3.8689879558627566e-05
10,100,1.0,5,ancilla,16,214,10,110,6182,6056,126,53708,69732,478884,680020,1e-05,1.0000000000000002e-06,0.36205218326797917
10,100,1.0,5,primitive,16,214,0,100,9894,9768,126,81612,97636,740976,989400,0.001,0.0001,2.274244642904226e-68
10,100,1.0,5,primitive,16,214,0,100,9894,9768,126,81612,97636,740976,989400,0.0001,1e-05,1.727526323984141e-07
10,100,1.0,5,primitive,16,214,0,100,9894,9768,126,81612,97636,740976,989400,1e-05,1.0000000000000002e-06,0.21074625520959298
10,100,1.0,5,pipelined,16,214,0,100,7526,7400,126,72396,88420,522608,752600,0.001,0.0001,7.004443618869683e-55
10,100,1.0,5,pipelined,16,214,0,100,7526,7400,126,72396,88420,522608,752600,0.0001,1e-05,3.85527531953472e-06
10,100,1.0,5,pipelined,16,214,0,100,7526,7400,126,72396,88420,522608,752600,1e-05,1.0000000000000002e-06,0.2874886547852052
10,100,1.0,6,naive_pauli,17,214,0,100,18026,0,18026,18026,18026,1766548,1802600,0.001,0.0001,2.776192993668975e-85
10,100,1.0,6,naive_pauli,17,214,0,100,18026,0,18026,18026,18026,1766548,1802600,0.0001,1e-05,3.507864237832114e-09
10,100,1.0,6,naive_pauli,17,214,0,100,18026,0,18026,18026,18026,1766548,1802600,1e-05,1.0000000000000002e-06,0.14272868128221383
10,100,1.0,6,1d,17,214,0,100,6192,6060,132,65958,130652,184284,619200,0.001,0.0001,2.1712997618708545e-37
10,100,1.0,6,1d,17,214,0,100,6192,6060,132,65958,130652,184284,619200,0.0001,1e-05,0.0002162708444580794
10,100,1.0,6,1d,17,214,0,100,6192,6060,132,65958,130652,184284,619200,1e-05,1.0000000000000002e-06,0.43004415476499097
10,100,1.0,6,ancilla,17,214,10,110,6588,6456,132,57348,74740,509224,724680,0.001,0.0001,9.229870735700745e-48
10,100,1.0,6,ancilla,17,214,10,110,6588,6456,132,57348,74740,509224,724680,0.0001,1e-05,1.9849093478499354e-05
10,100,1.0,6,ancilla,17,214,10,110,6588,6456,132,57348,74740,509224,724680,1e-05,1.0000000000000002e-06,0.33867744235409214
10,100,1.0,6,primitive,17,214,0,100,10532,10400,132,86996,104388,787608,1053200,0.001,0.0001,9.820248873562093e-73
10,100,1.0,6,primitive,17,214,0,100,10532,10400,132,86996,104388,787608,1053200,0.0001,1e-05,6.325103223021978e-08
10,100,1.0,6,primitive,17,214,0,100,10532,10400,132,86996,104388,787608,1053200,1e-05,1.0000000000000002e-06,0.19060105671031144
10,100,1.0,6,pipelined,17,214,0,100,8016,7884,132,77204,94596,555592,801600,0.001,0.0001,2.107135610134412e-58
10,100,1.0,6,pipelined,17,214,0,100,8016,7884,132,77204,94596,555592,801600,0.0001,1e-05,1.7139090100854911e-06
10,100,1.0,6,pipelined,17,214,0,100,8016,7884,132,77204,94596,555592,801600,1e-05,1.0000000000000002e-06,0.2651031885499258
10,100,1.0,7,naive_pauli,18,203,0,100,16800,0,16800,16800,16800,1646400,1680000,0.001,0.0001,1.5645280194702866e-79
10,100,1.0,7,naive_pauli,18,203,0,100,16800,0,16800,16800,16800,1646400,1680000,0.0001,1e-05,1.3185259629275247e-08
10,100,1.0,7,naive_pauli,18,203,0,100,16800,0,16800,16800,16800,1646400,1680000,1e-05,1.0000000000000002e-06,0.16293536944899462
10,100,1.0,7,1d,18,203,0,100,6174,6036,138,62516,123838,190568,617400,0.001,0.0001,3.6256427754456024e-36
10,100,1.0,7,1d,18,203,0,100,6174,6036,138,62516,123838,190568,617400,0.0001,1e-05,0.00028654867834049865
10,100,1.0,7,1d,18,203,0,100,6174,6036,138,62516,123838,190568,617400,1e-05,1.0000000000000002e-06,0.4423157784494717
10,100,1.0,7,ancilla,18,203,10,110,6952,6814,138,59848,77534,539534,764720,0.001,0.0001,3.651773118549883e-50
10,100,1.0,7,ancilla,18,203,10,110,6952,6814,138,59848,77534,539534,764720,0.0001,1e-05,1.1416324686893691e-05
10,100,1.0,7,ancilla,18,203,10,110,6952,6814,138,59848,77534,539534,764720,1e-05,1.0000000000000002e-06,0.32045376813986276
10,100,1.0,7,primitive,18,203,0,100,11128,10990,138,91240,108926,834420,1112800,0.001,0.0001,1.3029673668927618e-76
10,100,1.0,7,primitive,18,203,0,100,11128,10990,138,91240,108926,834420,1112800,0.0001,1e-05,2.5908416706870878e-08
10,100,1.0,7,primitive,18,203,0,100,11128,10990,138,91240,108926,834420,1112800,1e-05,1.0000000000000002e-06,0.1743265561390233
10,100,1.0,7,pipelined,18,203,0,100,8464,8326,138,80872,98558,588756,846400,0.001,0.0001,1.947767254375869e-61
10,100,1.0,7,pipelined,18,203,0,100,8464,8326,138,80872,98558,588756,846400,0.0001,1e-05,8.524137338038655e-07
10,100,1.0,7,pipelined,18,203,0,100,8464,8326,138,80872,98558,588756,846400,1e-05,1.0000000000000002e-06,0.2472190883789337
10,100,1.0,8,naive_pauli,15,188,0,100,15152,0,15152,15152,15152,1484896,1515200,0.001,0.0001,8.410834247294107e-72
10,100,1.0,8,naive_pauli,15,188,0,100,15152,0,15152,15152,15152,1484896,1515200,0.0001,1e-05,7.817546305724366e-08
10,100,1.0,8,naive_pauli,15,188,0,100,15152,0,15152,15152,15152,1484896,1515200,1e-05,1.0000000000000002e-06,0.19467622206126178
10,100,1.0,8,1d,15,188,0,100,5278,5158,120,56714,112310,156472,527800,0.001,0.0001,3.641386970022241e-32
10,100,1.0,8,1d,15,188,0,100,5278,5158,120,56714,112310,156472,527800,0.0001,1e-05,0.0007198905203749552
10,100,1.0,8,1d,15,188,0,100,5278,5158,120,56714,112310,156472,527800,1e-05,1.0000000000000002e-06,0.48499586495020014
10,100,1.0,8,ancilla,15,188,10,110,5810,5690,120,50616,65974,449318,639100,0.001,0.0001,3.1055855523916656e-42
10,100,1.0,8,ancilla,15,188,10,110,5810,5690,120,50616,65974,449318,639100,0.0001,1e-05,7.084220897777673e-05
10,100,1.0,8,ancilla,15,188,10,110,5810,5690,120,50616,65974,449318,639100,1e-05,1.0000000000000002e-06,0.3846271884660486
10,100,1.0,8,primitive,15,188,0,100,9290,9170,120,76776,92134,694948,929000,0.001,0.0001,2.865541589426009e-64
10,100,1.0,8,primitive,15,188,0,100,9290,9170,120,76776,92134,694948,929000,0.0001,1e-05,4.4397452459744296e-07
10,100,1.0,8,primitive,15,188,0,100,9290,9170,120,76776,92134,694948,929000,1e-05,1.0000000000000002e-06,0.23160726007134338
10,100,1.0,8,pipelined,15,188,0,100,7070,6950,120,68136,83494,490228,707000,0.001,0.0001,1.2668046549286097e-51
10,100,1.0,8,pipelined,15,188,0,100,7070,6950,120,68136,83494,490228,707000,0.0001,1e-05,8.160172787660476e-06
10,100,1.0,8,pipelined,15,188,0,100,7070,6950,120,68136,83494,490228,707000,1e-05,1.0000000000000002e-06,0.30987333804533435
10,100,1.0,9,naive_pauli,17,218,0,100,17420,0,17420,17420,17420,1707160,1742000,0.001,0.0001,1.9323279068076651e-82
10,100,1.0,9,naive_pauli,17,218,0,100,17420,0,17420,17420,17420,1707160,1742000,0.0001,1e-05,6.749668365552005e-09
10,100,1.0,9,naive_pauli,17,218,0,100,17420,0,17420,17420,17420,1707160,1742000,1e-05,1.0000000000000002e-06,0.15238246146013046
10,100,1.0,9,1d,17,218,0,100,5848,5716,132,66168,131046,166664,584800,0.001,0.0001,1.0250320697617281e-36
10,100,1.0,9,1d,17,218,0,100,5848,5716,132,66168,131046,166664,584800,0.0001,1e-05,0.0002525808417094398
10,100,1.0,9,1d,17,218,0,100,5848,5716,132,66168,131046,166664,584800,1e-05,1.0000000000000002e-06,0.43677050074525553
10,100,1.0,9,ancilla,17,218,10,110,6560,6428,132,57190,74398,508000,721600,0.001,0.0001,1.2218243659941589e-47
10,100,1.0,9,ancilla,17,218,10,110,6560,6428,132,57190,74398,508000,721600,0.0001,1e-05,2.0413555975273306e-05
10,100,1.0,9,ancilla,17,218,10,110,6560,6428,132,57190,74398,508000,721600,1e-05,1.0000000000000002e-06,0.3396284294501673
10,100,1.0,9,primitive,17,218,0,100,10504,10372,132,86838,104046,786524,1050400,0.001,0.0001,1.2819031961943664e-72
10,100,1.0,9,primitive,17,218,0,100,10504,10372,132,86838,104046,786524,1050400,0.0001,1e-05,6.495873951016123e-08
10,100,1.0,9,primitive,17,218,0,100,10504,10372,132,86838,104046,786524,1050400,1e-05,1.0000000000000002e-06,0.19110949647767556
10,100,1.0,9,pipelined,17,218,0,100,7988,7856,132,77046,94254,554508,798800,0.001,0.0001,2.7505859660219427e-58
10,100,1.0,9,pipelined,17,218,0,100,7988,7856,132,77046,94254,554508,798800,0.0001,1e-05,1.7601826405778309e-06
10,100,1.0,9,pipelined,17,218,0,100,7988,7856,132,77046,94254,554508,798800,1e-05,1.0000000000000002e-06,0.2658103672289962
12,144,1.0,0,naive_pauli,17,311,0,144,36168,0,36168,36168,36168,5135856,5208192,0.001,0.0001,1.6828018439620599e-239
12,144,1.0,0,naive_pauli,17,311,0,144,36168,0,36168,36168,36168,5135856,5208192,0.0001,1e-05,1.3314180610133764e-24
12,144,1.0,0,naive_pauli,17,311,0,144,36168,0,36168,36168,36168,5135856,5208192,1e-05,1.0000000000000002e-06,0.004096835729692873
12,144,1.0,0,1d,17,311,0,144,9034,8900,134,137638,273430,384820,1300896,0.001,0.0001,3.0290923448561804e-77
12,144,1.0,0,1d,17,311,0,144,9034,8900,134,137638,273430,384820,1300896,0.0001,1e-05,2.2433566909783806e-08
12,144,1.0,0,1d,17,311,0,144,9034,8900,134,137638,273430,384820,1300896,1e-05,1.0000000000000002e-06,0.17183731816574152
12,144,1.0,0,ancilla,17,311,12,156,7922,7788,134,88396,118710,886504,1235832,0.001,0.0001,1.226288168459404e-77
12,144,1.0,0,ancilla,17,311,12,156,7922,7788,134,88396,118710,886504,1235832,0.0001,1e-05,2.0453203120337656e-08
12,144,1.0,0,ancilla,17,311,12,156,7922,7788,134,88396,118710,886504,1235832,1e-05,1.0000000000000002e-06,0.17025314469113328
12,144,1.0,0,primitive,17,311,0,144,12546,12412,134,133684,163998,1379992,1806624,0.001,0.0001,9.493800925861375e-119
12,144,1.0,0,primitive,17,311,0,144,12546,12412,134,133684,163998,1379992,1806624,0.0001,1e-05,1.5871876100789509e-12
12,144,1.0,0,primitive,17,311,0,144,12546,12412,134,133684,163998,1379992,1806624,1e-05,1.0000000000000002e-06,0.06608328924655726
12,144,1.0,0,pipelined,17,311,0,144,9486,9352,134,118724,149038,969272,1365984,0.001,0.0001,2.0700038226461484e-94
12,144,1.0,0,pipelined,17,311,0,144,9486,9352,134,118724,149038,969272,1365984,0.0001,1e-05,4.3063419424562867e-10
12,144,1.0,0,pipelined,17,311,0,144,9486,9352,134,118724,149038,969272,1365984,1e-05,1.0000000000000002e-06,0.11572733433177881
12,144,1.0,1,naive_pauli,15,282,0,144,32946,0,32946,32946,32946,4678332,4744224,0.001,0.0001,3.140785924251588e-218
12,144,1.0,1,naive_pauli,15,282,0,144,32946,0,32946,32946,32946,4678332,4744224,0.0001,1e-05,1.783456592141467e-22
12,144,1.0,1,naive_pauli,15,282,0,144,32946,0,32946,32946,32946,4678332,4744224,1e-05,1.0000000000000002e-06,0.006685622280905439
12,144,1.0,1,1d,15,282,0,144,8066,7946,120,126590,251504,336212,1161504,0.001,0.0001,2.4712846315135743e-70
12,144,1.0,1,1d,15,282,0,144,8066,7946,120,126590,251504,336212,1161504,0.0001,1e-05,1.101117802646908e-07
12,144,1.0,1,1d,15,282,0,144,8066,7946,120,126590,251504,336212,1161504,1e-05,1.0000000000000002e-06,0.20146925343457497
12,144,1.0,1,ancilla,15,282,12,156,6990,6870,120,78410,105524,781520,1090440,0.001,0.0001,9.710739128893666e-69
12,144,1.0,1,ancilla,15,282,12,156,6990,6870,120,78410,105524,781520,1090440,0.0001,1e-05,1.5863955586766214e-07
12,144,1.0,1,ancilla,15,282,12,156,6990,6870,120,78410,105524,781520,1090440,1e-05,1.0000000000000002e-06,0.20895751790193084
12,144,1.0,1,primitive,15,282,0,144,11070,10950,120,118370,145484,1216940,1594080,0.001,0.0001,5.1661367858905986e-105
12,144,1.0,1,primitive,15,282,0,144,11070,10950,120,118370,145484,1216940,1594080,0.0001,1e-05,3.7486031832493704e-11
12,144,1.0,1,primitive,15,282,0,144,11070,10950,120,118370,145484,1216940,1594080,1e-05,1.0000000000000002e-06,0.090659320635486
12,144,1.0,1,pipelined,15,282,0,144,8370,8250,120,105170,132284,854540,1205280,0.001,0.0001,1.5429090849305537e-83
12,144,1.0,1,pipelined,15,282,0,144,8370,8250,120,105170,132284,854540,1205280,0.0001,1e-05,5.260874273564785e-09
12,144,1.0,1,pipelined,15,282,0,144,8370,8250,120,105170,132284,854540,1205280,1e-05,1.0000000000000002e-06,0.14863737178435366
12,144,1.0,2,naive_pauli,18,291,0,144,34692,0,34692,34692,34692,4926264,4995648,0.001,0.0001,9.338828851935463e-230
12,144,1.0,2,naive_pauli,18,291,0,144,34692,0,34692,34692,34692,4926264,4995648,0.0001,1e-05,1.2550775364167083e-23
12,144,1.0,2,naive_pauli,18,291,0,144,34692,0,34692,34692,34692,4926264,4995648,1e-05,1.0000000000000002e-06,0.005127237838306356
12,144,1.0,2,1d,18,291,0,144,8946,8808,138,128154,254574,397740,1288224,0.001,0.0001,1.0992226035541723e-73
12,144,1.0,2,1d,18,291,0,144,8946,8808,138,128154,254574,397740,1288224,0.0001,1e-05,5.089705875496605e-08
12,144,1.0,2,1d,18,291,0,144,8946,8808,138,128154,254574,397740,1288224,1e-05,1.0000000000000002e-06,0.186506981437353
12,144,1.0,2,ancilla,18,291,12,156,8354,8216,138,91902,122526,939084,1303224,0.001,0.0001,1.912316132987733e-81
12,144,1.0,2,ancilla,18,291,12,156,8354,8216,138,91902,122526,939084,1303224,0.0001,1e-05,8.514063637576337e-09
